1157689312.049,5006,10.105.21.199,TCP_MISS/200,19763,CONNECT,login.yahoo.com:443,badeyek,DIRECT/209.73.177.115,-
1157689481.489,0,10.105.37.58,TCP_DENIED/407,1667,CONNECT,us.mcafee.com:443,-,NONE/-,text/html
